word,mean,std,n
cheek,6.039,0.854,26
cheer,5.576,1.577,33
cheer (happiness),5.743,1.421,35
cheer (support),5.939,1.254,33
cheerful,6.059,1.211,34
cheers,5.936,1.216,31
cheese,6.696,0.748,23
cheetah,5.364,1.514,33
chef,5.758,1.558,33
chemist,5.906,1.684,32
chemistry,6.258,1.077,31
chemistry (rapport),5.324,1.548,34
chemistry (science),5.588,1.629,34
cheque,5.484,1.682,31
cherry,6.029,1.502,35
chess,5.313,1.488,32
chest,5.607,1.175,28
chest (cabinet),5.667,1.531,33
chest (torso),6.147,1.263,34
chestnut,4.394,1.999,33
chew,6.161,0.987,31
chewy,5.161,1.461,31
chief,5.226,1.736,31
chihuahua,4.871,2.151,31
child,6.519,0.918,27
children,6.346,1.107,26
chime,4.088,1.597,34
chimpanzee,4.8,1.74,30
chin,5.88,1.211,25
chip,6.063,1.298,32
chipmunk,4.529,1.944,34
chips,6.385,0.88,26
chisel,4.839,1.568,31
chocolate,6.807,0.47,31
choir,4.821,1.965,28
choke,5.037,1.575,27
choked,5.742,1.626,31
choose,6.097,0.962,31
choral,2.353,1.588,34
chord,5.212,1.552,33
chose,6.032,1.282,31
Christmas,6.71,0.681,31
chubby,5.314,1.737,35
chunk,4.606,1.757,33
church,5.222,1.792,27
chute,4.188,2.038,32
cigar,4.185,1.925,27
cigarette,5.917,1.498,24
cinema,6.177,1.014,34
circle,6.25,1.022,28
circuit,5.129,1.661,31
circular,5.375,1.556,32
circulate,4.114,1.769,35
circulation,5.412,1.865,34
circumstances,5.879,1.174,33
circus,5.448,1.773,29
citation,4.546,1.742,33
cite,4.5,1.696,32
city,6.607,0.673,28
civilian,4.448,1.61,29
civilization,4.879,1.629,33
civilized,5.75,1.392,32
clam,4.714,1.798,35
clan,4.765,1.926,34
clarinet,4.469,1.803,32
class,6.03,1.114,33
class (school),6.375,0.857,32
class (status),5.567,1.334,30
classical,5.471,1.398,34
classify,4.636,1.554,33
clause,3.5,1.668,30
claw,5.419,1.602,31
claws,5.214,1.372,28
claymore,2.086,1.663,35
clean,6.452,0.797,31
cleaner,5.867,1.384,30
cleaner (maid),5.353,1.453,34
cleaner (more clean),5.667,1.428,33
clear,6.206,1.023,34
clergy,3.576,1.615,33
clever,6.375,0.696,32
click,6.212,1.008,33
client,4.889,1.729,27
cliff,5.206,1.828,34
climate,5.571,1.321,28
climax,5.576,1.498,33
climb,5.824,1.382,34
climber,4.912,1.634,34
cling,5.0,1.561,32
clingy,4.939,1.774,33
cloak,5.156,2.078,32
clock,6.407,1.028,27
clone,4.345,1.582,29
close,6.621,0.611,29
close (near),6.367,0.912,30
close (stairwell),4.219,2.042,32
closure,4.75,1.541,32
cloth,6.188,1.285,32
clothes,6.515,0.744,33
clothing,6.576,0.698,33
cloud,6.519,0.569,27
cloud (sky),6.636,0.688,33
cloud (spoil),3.875,2.132,32
cloudy,6.242,0.954,33
clove,4.788,1.552,33
clover,4.909,1.781,33
clown,4.964,1.69,56
club,6.257,1.13,35
club (card suit),4.645,1.806,31
club (disco),6.353,1.108,34
club (hit),4.688,1.878,32
club (organisation),6.242,0.854,33
club (tool),4.563,2.15,32
clue,5.903,1.329,31
clueless,5.412,1.458,34
clumsy,5.697,1.446,33
cluster,4.515,1.654,33
clutch,4.546,1.519,33
clutch (bag),4.912,2.092,34
clutch (car),5.657,1.585,35
clutch (grab),4.543,1.61,35
clutter,5.576,1.577,33
coach,5.094,1.588,32
coach (bus),5.273,1.895,33
coach (trainer),5.406,1.433,32
coarse,4.286,1.965,35
coast,5.807,1.42,57
coast (beach),6.161,1.167,31
coast (glide),4.394,1.89,33
coaster,4.242,1.776,33
coat,6.69,0.649,29
coat (cover),6.0,1.255,33
coat (jacket),6.719,0.572,32
cobble,4.235,1.88,34
cock,5.787,1.216,61
cock (bird),3.2,1.786,35
cock (dick),5.559,1.557,34
cock (tilt),3.636,1.738,33
cockerel,3.807,2.039,31
cockney,4.4,1.925,30
cockroach,4.31,2.135,29
cocktail,6.121,1.2,33
cod,5.265,1.787,34
code,5.097,1.422,31
coerce,4.75,1.871,32
coffee,6.606,0.814,33
coffin,5.226,1.698,31
coin,6.781,0.739,32
coke,6.324,1.181,34
coke (coal),2.788,2.056,33
coke (cocaine),5.152,1.672,33
coke (cola),6.563,0.827,32
cola,6.091,1.443,33
cold,6.455,0.856,33
cold (illness),6.324,1.206,34
cold (temperature),6.697,0.758,33
